MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1060969|1|Active|450000|||2719||18th|St Rd||Greeley|Greeley|80634|Rolling Hills 2nd Add|Weld|10|9|3|3|Four-Level||Attached|2|Scott|Heath|Greeley Central|Property Partners|9705679191|Joseph Coulter|9705679191|07683|49|R2235086|1972|0|2606|1934|1926|631|672|631|672|Unfinished Basement|Eat-in Kitchen,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups,Kitchen Island||Forced Air|Full Primary Bath||0.18|8000|RL||2313|2025|Welcome home to this beautifully updated four-level home in the desirable Rolling Hills neighborhood! Situated on a spacious corner lot, this move-in-ready property blends modern updates with timeless charm. Inside, you'll find a bright and functional floor plan featuring multiple living spaces, TONS of updates, and room for everyone to spread out. The spacious kitchen offers new and more than ample cabinetry and workspace, while the separate dining area is perfect for gatherings and everyday living. The inviting lower-level family room features a cozy fireplace, creating the perfect space to relax year-round. Upstairs, the primary suite includes a private 3/4 bath, while two additional bedrooms and updated bathrooms provide comfort and flexibility. Outside, enjoy the large backyard, covered patio, mature landscaping, sprinkler system, and storage shed-ideal for entertaining, gardening, or simply enjoying Colorado's beautiful weather.Conveniently located near shopping, dining, schools, and everyday amenities, this home also offers easy access to Sanborn Park, Bittersweet Park, the Poudre River Trail system, and numerous neighborhood walking and biking paths! Commuters will appreciate quick access to Highway 34 and major routes throughout Northern Colorado.With an attached two-car garage, generous living space, and thoughtful updates throughout, this Rolling Hills gem is ready for its next owner to call it home!||0|2||-104.726232|40.410995|1|Jul 10 2026 09:39AM|06/04/2026||||Cash,Conventional,FHA,VA|Private Owner|
1061029|1|Pending|420000|||1627||37th|Ave||Greeley|Greeley|80634|Rangeview North Am|Weld|10|10|5|3|Four-Level||Attached|2|Scott|Heath|Greeley Central|eXp Realty LLC|8884402724|Brittney King|3082939297|EXPRE|3|R2112586|1977|0|2700|2700|2172|639|389|368|528|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Open Floor Plan,Washer/Dryer Hookups,Kitchen Island|Gas Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.26|11201|RES||2331|2025|Welcome to this 2700 square feet beauty in the desirable Rangeview North neighborhood! This home boasts 5 bedrooms and 3 baths on over a beautiful 1/4 acre. Highlights in 2025 include new HVAC and hot water heater, new exterior paint, new front yard sprinklers and new electrical panel. Primary bedroom has new carpet, refrigerator and dishwasher are newer. The inviting living room has a gas fireplace to cozy up to in the CO winters. The open concept allows you to be in the kitchen and be included in conversations from the living area. No HOA and no metro district!||1|1||-104.739473|40.413532|1|Jul 07 2026 04:15AM|06/05/2026||||Cash,Conventional,FHA,VA|Private Owner|
1061236|1|Active|400000|||1301||16th|Ave||Greeley|Greeley|80631|Mountain View Greeley|Weld|10|8|3|3|1 1/2 Story||Attached|1|Maplewood|Heath|Greeley Central|NextHome Foundations|9703535006|Bonnie Sherman|9703018239|1RSRE|46|R3066086|1911|0|2308|1914|1161||1161|394|753|90%+ Finished Basement|Open Floor Plan||Forced Air|Full Primary Bath|Cottage/Bung|0.24|10465|R1||2409|2025|$20,000 price reduction. This home has been completely updated and features 3 bedrooms, 3 baths and all appliances included. The sewer system from the house to the street has been replaced. This home is sitting on a 10,454 square foot lot and has tons of storage space in the back yard which is ready for you to park your big toys or perhaps have room for your very own shop. The main level has an open floor plan and the upper level has a spacious primary bedroom that has a full bathroom and a deck. The other bedrooms are located in the basement, with one being non-conforming. There is also a 3/4 bathroom and another room that can be a small office. This home is on a corner lot and a must see.||0|2||-104.705745|40.418268|1|Jul 21 2026 01:12PM|06/08/2026||||Cash,Conventional,FHA,VA|Private Owner|
1061903|1|Pending|365000|||1801||15th|St||Greeley|Greeley|80631|Maplewood 1st Add|Weld|10|8|3|2|1 Story/Ranch||Attached|2|Maplewood|Heath|Greeley Central|Realty One Group Fourpoints|9705735880|Jenny Kindsfather|9703977280|ROGF1|30|R3116486|1952|0|2496|2400|1248||1248||1248|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Washer/Dryer Hookups,Wood Floors,Crown Molding|2+ Fireplaces,Living Room Fireplace,Family/Recreation Room Fireplace|Forced Air||Contemporary/Modern|0.2|8540|Res||2244|2025|Welcome to this Maplewood all brick ranch on a large corner lot with 3 bedrooms, 2 bathrooms and a detached side-load 2 car garage. First thing you will notice upon entering home is the great amount of NATURAL LIGHT, wood floors, coved ceilings, LARGE and abundant windows! Interior has just been painted, 2 wood-burning fireplaces, plenty of storage. The breezeway between house and garage is covered and a great spot to get out of the sun. Backyard has Garden area with plant boxes ready for planting, alley access, RV parking, side load detached garage. Located in central Greeley near Banner hospital and UNC. This property is part of the G-Hope program which can potentially help with a Buyers down payment. No HOA, No Metro district taxes. Set up a showing today!||0|1||-104.708098|40.416064|1|Jul 15 2026 11:57AM|06/16/2026||||Cash,Conventional|Private Owner|
1061987|1|Backup|430000|||3914|W|6th|St||Greeley|Greeley|80634|Westmoor 1st Fg|Weld|10|2|5|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|eXp Realty LLC|8884402724|Shavonn Janes|9705818838|EXPRE|29|R1921486|1972|0|2484|2118|1242||1242||1242|90%+ Finished Basement|||Forced Air|3/4 Primary Bath||0.2|8800|RES||2205|2025|Welcome home to this beautifully updated ranch-style home nestled in a desirable Greeley neighborhood with no HOA! Conveniently located near schools, parks, shopping, and everyday amenities, this move-in-ready home offers the perfect combination of comfort, style, and functionality.Step inside and you'll immediately appreciate the fresh interior and exterior paint, updated flooring, and inviting spaces throughout. The kitchen and bathrooms have been thoughtfully updated and are absolutely adorable, creating a bright, modern feel that today's buyers will love. The spacious kitchen is truly the heart of the home, featuring a large center island, ample cabinetry, and an open layout that makes entertaining effortless.The dining area flows seamlessly to the backyard, where you'll find a fully fenced, park-like setting perfect for summer BBQs, gatherings with friends, gardening, or simply relaxing after a long day. The expansive yard offers plenty of room to play, entertain, or create your own outdoor oasis. A convenient gate provides easy access to the side of the garage and backyard.Additional features include paid-off solar panels for energy savings, a charming bay window that fills the living room with natural light, updated light fixtures, an eat-in kitchen, and a functional floor plan designed for everyday living.This turnkey home has already had many of the big-ticket updates completed and is ready for its next owners to move in and enjoy. If you've been searching for an updated home with character, a fantastic yard, and a great location, this is one you won't want to miss!||0|2||-104.743253|40.427634|1|Jul 21 2026 08:39AM|06/17/2026||||Cash,Conventional,FHA,VA|Private Owner|
1062319|1|Active|325000|||1127||25th|Ave||Greeley|Greeley|80634|Westview 1st Fg|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|Property Partners|9705679191|Richard Payne Jr|9706915222|07683|35|R2126486|1964|0|2320|1825|1160||1160||1160|Full Basement,75%+Finished Basement|Eat-in Kitchen||Forced Air|||0.17|7260|RES||1418|2025|Sold "AS-IS" INVESTORS - "Fix and Flip" opportunity. Home needs some TLC but TONS of potential! This 4-bedroom, 2-bath home with 1 car garage offers incredible potential for the right buyer! The property is priced to sell! You'll find a partially finished basement offering additional living space. Whether you're a first-time homebuyer looking to build equity or an investor seeking your next project, this property is a smart choice. Conveniently located in a well-established neighborhood, this home has solid bones and a layout that can be easily updated to suit modern living. Bring your ideas and make this house a home-or a great investment property!||0|1||-104.721114|40.42093|1|Jun 19 2026 11:03AM|06/19/2026||||Cash,Conventional|Private Owner|
1062443|1|Active|427000|||4422|W|9th|St||Greeley|Greeley|80634|Westmoor Acres 1st Fg|Weld|10|2|4|3|Four-Level||Attached|2|Shawsheen|OTHER|Northridge|eXp - Greeley|9703010266|Cierra Gonzalez|9706733096|07712|34|R1860486|1978|0|2070|2070|1518||1518||552|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Pantry,Washer/Dryer Hookups|Fireplace Insert,Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.26|11433|SFR||2277|2025|Back on market, no fault of sellers! Welcome to your newly updated home! On the main level, you will find all new flooring, kitchen appliances, professional interior paint, new fixtures, new granite countertops, and painted cabinets. There are two new vanities, new toilets, and fixtures in the bathrooms. The entire exterior of the home, including the outside storage sheds, has been professionally painted! The A/C has just been serviced! Fresh carpet professionally installed in the bedrooms, basement, and hallways! All new window coverings! New rock landscaping offers great curb appeal! The fireplace has a new insert! Some of the doors have also been replaced! Enjoy a nice-sized backyard with a covered patio and deck right off the primary bedroom! Close to grocery stores, shops, parks, restaurants and more! Come take a look at this great home!||1|1||-104.752092|40.424118|1|Jul 20 2026 10:12PM|06/20/2026||||Cash,Conventional,FHA,VA|Private Owner|
1062764|1|Active|445000|||4210|W|22nd|St||Greeley|Greeley|80634|Virginia Hills 1st Rplt|Weld|10|13|5|3|1 Story/Ranch||Attached|2|Monfort|Brentwood|Greeley West|RE/MAX Alliance-FTC South|9702263990|Kyle Christianson|9708376378|9RMSA|29|R2501786|1979|0|2004|2004|1002||1002||1002|Full Basement,90%+ Finished Basement|Eat-in Kitchen|Living Room Fireplace|Hot Water,Baseboard Heat|Shared Primary Bath|Contemporary/Modern|0.18|8050|RES||2227|2025|Welcome to one of the rare five bedroom homes in Greeley with NO HOA or Metro Tax! This home has it all; custom curtains (2023), new water heater (2023), high end ceiling fans (2024), new front privacy fencing (2023), high end large capacity washer & dryer (2023), new flooring (2026), new indoor paint, high efficiency windows, two high end indoor A/C units, AND PAID OFF solar! Enjoy mature trees and a water efficient, well landscaped front and backyard with upgraded sprinkler and drip system, with a great area for chickens! This home is conveniently located in central Greeley with easy access to all of Northern Colorado and easy path access to Greeley West High School.||0|1||-104.74794|40.402841|2|Jul 22 2026 11:36AM|06/25/2026||||Cash,Conventional,FHA,VA|Private Owner|
1062777|1|Active|460000|||1919||24th|Ave Ct||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|3|2|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|RE/MAX Alliance-Greeley|9703305000|Al Detmer|9703816764|1RMFG|29|R2327886|1968|0|2682|1754|1754||1754||928|Full Basement,Unfinished Basement|Eat-in Kitchen,Separate Dining Room,Washer/Dryer Hookups|Family/Recreation Room Fireplace|Baseboard Heat|3/4 Primary Bath||0.26|11416|RL||1658|2025|This 1960s ranch blends timeless mid-century charm with modern comfort. Featuring an open-concept living space, main-floor laundry, a large fenced backyard with mature landscaping, and an unfinished basement for future equity, it is an ideal property. Wonderful central location only blocks from Cottonwood Lake and Sanborn Lake. Main Floor Living: 3 bedrooms, including a primary with en-suite bathroom, and main floor laundry. Entertaining Spaces: Large formal dining and living rooms, plus an eat-in kitchen that opens to a family room with a fireplace. Covered patio off of the kitchen/family room overs an outdoor oasis overlooking a fire pit and a fenced yard. Newly installed hot water baseboard heat. Central air conditioning. Full unfinished basement with rough-ins for an additional bathroom, offering excellent customization potential . Generous lot size with room for extra off-street parking or the potential to build a detached garage/shop (subject to city approval). Quick access to Hwy 34 or downtown Greeley for shopping and restaurants.||0|1||-104.718909|40.408314|1|Jul 14 2026 07:15PM|06/25/2026||||Cash,Conventional,FHA,VA|Private Owner|
1063134|1|Backup|439900|||1722||27th|Ave||Greeley|Greeley|80634|Rolling Hills 1st Add|Weld|10|9|5|3|Four-Level||Attached|2|Meeker|Heath|Greeley West|KW Top of the Rockies - Elevate|9705735791|June Lemmings|9705735791|07817|23|R2300186|1970|0|2424|2116|1780|416|644|720|644|50%+Finished Basement|Eat-in Kitchen,Separate Dining Room,Fire Alarm,Washer/Dryer Hookups|Gas Fireplace,Gas Logs Included|Forced Air|3/4 Primary Bath||0.2|8819|Res||2317|2025|Welcome to 1722 27th Ave, a well maintained 5 bedroom, 3 bathroom home offering comfortable living spaces, thoughtful updates & a spacious yard. The eat-in kitchen features updated countertops, new cabinets, new stainless steel appliances & refreshed lighting fixtures, giving the heart of the home a clean & modern feel. With two large living rooms, there is plenty of room to relax, entertain or spread out. The ground level living room features a cozy gas fireplace, creating a warm & inviting space to gather. The updated basement adds even more flexibility for everyday living, guests, hobbies or a home office setup. Step outside to enjoy the back porch & peaceful backyard setting with mature landscaping that gives the space a private, tucked away feel. A great opportunity to own a home with space, updates & charm throughout.||1|1||-104.723633|40.411846|1|Jul 16 2026 05:33PM|06/30/2026|||||Private Owner|
